0,xxxSNAMEyyy communication was sent in the month of May 2017 . -Manoj n/n,xxxSNAMEyyy communication was sent in the month of May 2017 . - Manoj,1,1
15629,xxxSNAMEyyy Till now not received single update from HDFC CREDIT CARD TEAM,xxxSNAMEyyy Till now not received single update from HDFC CREDIT CARD TEAM,0,1
15630,xxxSNAMEyyy my company is not getting resolution on credit card rejections with Paypal . They acknowledge issue but no response for fix .,xxxSNAMEyyy my company is not getting resolution on credit card rejections with Paypal . They acknowledge issue but no response for fix .,0,1
15631,xxxSNAMEyyy Please confirm the transaction xxxSNAMEyyy xxxSNAMEyyy,xxxSNAMEyyy Please confirm the transaction xxxSNAMEyyy xxxSNAMEyyy,1,1
15632,xxxSNAMEyyy I 'm sorry for the experience . We 'd like to help . Please send your contact info via the link provided . Thanks . ^vt,xxxSNAMEyyy I am sorry for the experience . We would like to help . Please send your contact info via the link provided . Thanks . ,1,1
15633,xxxSNAMEyyy You can send us a message by clicking the link below . ^ra xxxURLyyy,xxxSNAMEyyy You can send us a message by clicking the link below .  xxxURLyyy,1,1
15634,xxxSNAMEyyy No action taken . I called and also visited your branch personally . I made the request on 26th Sep . Still no progress,xxxSNAMEyyy No action taken . I called and also visited your branch personally . I made the request on 26/09/2017 . Still no progress,0,1
15635,xxxSNAMEyyy My credit card expiration date says 10/17 . How to extend the services ? Today my transaction on IRCTC denied . Is it related ?,xxxSNAMEyyy My credit card expiration date says 01/10/17 . How to extend the services ? Today my transaction on IRCTC denied . Is it related ?,1,1
15636,xxxSNAMEyyy 3 months has been completed no response from HDFC and Payzaap why HDFC is not giving me my 4000rs ?,xxxSNAMEyyy 3 months has been completed no response from HDFC and Payzaap why HDFC is not giving me my Rupees 4000?,0,1
15637,"xxxSNAMEyyy Hi Team , pls work on your servers as they are not working properly . Due which customer facing problems .","xxxSNAMEyyy Hi Team , please work on your servers as they are not working properly . Due to which customer facing problems .",0,1
15638,xxxSNAMEyyy Please clarify if your query pertains to State Bank Debit card or SBI Credit Card . In case your query ( 1/2,xxxSNAMEyyy Please clarify if your query pertains to State Bank Debit card or SBI Credit Card . In case your query ,1,1
15639,"xxxSNAMEyyy Hi , i 'm travelling and ca n't log in to my account . When i select to receive call on my number nothing h xxxURLyyy","xxxSNAMEyyy Hi , i am travelling and can not log in to my account . When i select to receive call on my number nothing xxxURLyyy",0,1
15640,xxxSNAMEyyy resolution and request you to share the relevant details at xxxURLyyy Our team will look in the matter . ( 2/2,xxxSNAMEyyy resolution and request you to share the relevant details at xxxURLyyy Our team will look in the matter . ,1,1
15641,xxxSNAMEyyy check dm,xxxSNAMEyyy check direct message,1,1
15642,xxxSNAMEyyy I had used mobile banking,xxxSNAMEyyy I had used mobile banking,1,1
15643,xxxSNAMEyyy removed from the ATM gallery . ( 3/3,xxxSNAMEyyy removed from the ATM gallery . ,1,1
15644,xxxSNAMEyyy Wed like to find out more about this . Can you please DM your contact info ? ^er,xxxSNAMEyyy We would like to find out more about this . Can you please Direct Message your contact information ? ,1,1
15645,"xxxSNAMEyyy Hi Jessica . I 'm very sorry to hear this , what happened ? Anything I can do to help ? ^il","xxxSNAMEyyy Hi Jessica . I am very sorry to hear this , what happened ? Anything I can do to help ? ",1,1
15646,xxxSNAMEyyy and xxxSNAMEyyy I called your support number and told me to call when open from Mon to Fri 9-17 and it 's Monday 13:13 - not working,xxxSNAMEyyy and xxxSNAMEyyy I called your support number and told me to call when open from Monday to Friday 01/09/17 and it is Monday 1313 hours - not working,0,1
15647,"xxxSNAMEyyy Hello , we 're here to help . Please let us know if there 's something we can help on your account . ^mm","xxxSNAMEyyy Hello , we are here to help . Please let us know if there is something we can help on your account . ",1,1
15648,xxxSNAMEyyy I direct messaged the information to you . I 'll add more details to that and send another .,xxxSNAMEyyy I direct messaged the information to you . I will add more details to that and send another .,1,1
15649,xxxSNAMEyyy balance of the account needs to be submitted to the respective Branch . ( 3/3,xxxSNAMEyyy balance of the account needs to be submitted to the respective Branch . ,1,1
15650,xxxSNAMEyyy y'all pissing me off too,xxxSNAMEyyy you all pissing me off too,0,1
15651,xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy Really they are still not helping you,xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy Really they are still not helping you,0,1
15652,xxxSNAMEyyy Please use the link below to send your full name/phone # /ZIP so we can connect with you . Thank you . ^nw xxxURLyyy,"xxxSNAMEyyy Please use the link below to send your full name , phone number , ZIP so we can connect with you . Thank you .  xxxURLyyy",1,1
15653,xxxSNAMEyyy There seems to be an issue w your system and not recognizing PIN numbers,xxxSNAMEyyy There seems to be an issue with your system and not recognizing PIN numbers,1,1
15654,"xxxSNAMEyyy xxxSNAMEyyy Hi Sunil , kindly DM us so that we can assist you better . Thanks !","xxxSNAMEyyy xxxSNAMEyyy Hi Sunil , kindly Direct Message us so that we can assist you better . Thanks !",1,1
15655,xxxSNAMEyyy Hi . I 'm sorry to hear this . Please let us know how we can help with any account related concerns . ^az,xxxSNAMEyyy Hi . I am sorry to hear this . Please let us know how we can help with any account related concerns . ,1,1
15656,xxxSNAMEyyy athttps : //xxxURLyyy . under General Banking// Branch Related category . We will look into the matter . ( 2/2,xxxSNAMEyyy at xxxURLyyy . under General Banking Branch Related category . We will look into the matter . ,1,1
15657,"xxxSNAMEyyy Hello Jilly , we 're here to help . Pls let us know if there 's something we can help on your account . ^mm xxxURLyyy","xxxSNAMEyyy Hello Jilly , we are here to help . Please let us know if there is something we can help on your account .  xxxURLyyy",1,1
15658,xxxSNAMEyyy xxxSNAMEyyy please get me support as soon as possible . xxxURLyyy,xxxSNAMEyyy xxxSNAMEyyy please get me support as soon as possible . xxxURLyyy,1,1
15659,"xxxSNAMEyyy it 's been 1 month , i am having an issue regarding Amazon Prime transaction , had n't done any intern xxxURLyyy","xxxSNAMEyyy it has been 1 month , i am having an issue regarding Amazon Prime transaction , had not done any intern xxxURLyyy",0,1
15660,xxxSNAMEyyy you . -Anay ( 2/2,xxxSNAMEyyy you . - Anay ,1,1
15661,xxxSNAMEyyy xxxSNAMEyyy What a golden lines written . If you are bank it does n't means that you can deduct money xxxURLyyy,xxxSNAMEyyy xxxSNAMEyyy What a golden lines written . If you are bank it does not means that you can deduct money xxxURLyyy,0,1
15662,xxxSNAMEyyy xxxSNAMEyyy Person claiming to be SBI officer asking personal details.. beware.. his number +917322934436 .,xxxSNAMEyyy xxxSNAMEyyy Person claiming to be SBI officer asking personal details. beware. his number + 917322934436 .,1,1
15663,xxxSNAMEyyy You may visit xxxURLyyy gt ; Aadhar Services gt ; Check Aadhaar and Bank Account ( 1/3,xxxSNAMEyyy You may visit xxxURLyyy  Aadhar Services  Check Aadhaar and Bank Account ,1,1
15664,"xxxSNAMEyyy I 've answered your DM , please check your messages . ^IN","xxxSNAMEyyy I have answered your Direct Message , please check your messages . ",1,1
15665,xxxSNAMEyyy Please note that customers may submit only one documentary proof of address ( either current or permanent ) while ( 1/3,xxxSNAMEyyy Please note that customers may submit only one documentary proof of address ( either current or permanent ) while ,1,1
15666,xxxSNAMEyyy seems like major technical glitch ! Last 2 transactions via net banking- amt debited for but orders unsuccessful,xxxSNAMEyyy seems like major technical glitch ! Last 2 transactions via net banking - amount debited for but orders unsuccessful,0,1
15667,"xxxSNAMEyyy We regret the inconvenience caused . To help us examine and resolve the matter , please share relevant ( 1/2","xxxSNAMEyyy We regret the inconvenience caused . To help us examine and resolve the matter , please share relevant ",1,1
15668,"xxxSNAMEyyy Hi , thank you for sharing your alternate contact details . Our official will get in touch with you .","xxxSNAMEyyy Hi , thank you for sharing your alternate contact details . Our official will get in touch with you .",1,1
15669,"xxxSNAMEyyy your personal details displayed . As advised earlier , please forward us the details of the transaction , a/c no . and ( 3/4","xxxSNAMEyyy your personal details displayed . As advised earlier , please forward us the details of the transaction , account number . and ",1,1
15670,xxxSNAMEyyy want to access my account.Have email and password.i 'm currently in spain and paypal wants to confirm by xxxURLyyy,xxxSNAMEyyy want to access my account . Have email and password . i am currently in spain and paypal wants to confirm by xxxURLyyy,1,1
15671,xxxSNAMEyyy Ive dmed you guys yet nothing,xxxSNAMEyyy I have direct messaged you guys yet nothing,0,1
15672,xxxSNAMEyyy Thanks for reaching out . Do you have credit card account that 's setup for Bill Pay ? ^ah,xxxSNAMEyyy Thanks for reaching out . Do you have credit card account that is setup for Bill Pay ? ,1,1
15673,"xxxSNAMEyyy Hi , do you have any account related concerns that we can help with ? Our Social Care Team is here if you need us . Thanks . ^vt","xxxSNAMEyyy Hi , do you have any account related concerns that we can help with ? Our Social Care Team is here if you need us . Thanks . ",1,1
15674,"xxxSNAMEyyy Hi ! I see how this is concerning . If you need help , DM us with details about the situation . Thanks fo xxxURLyyy","xxxSNAMEyyy Hi ! I see how this is concerning . If you need help , Direct Message us with details about the situation . Thanks fo xxxURLyyy",1,1
15675,"xxxSNAMEyyy Sir , I am read in leading news papers and also listen from various people that SBI Bank has waived xxxURLyyy","xxxSNAMEyyy Sir , I am read in leading news papers and also listen from various people that SBI Bank has waived xxxURLyyy",1,1
15676,"xxxSNAMEyyy no . with us . You may also write to us at twitterxxxSNAMEyyy.co.in with your a/c no. , contact no. , and details of the issue ( 3/5","xxxSNAMEyyy no . with us . You may also write to us at twitter xxxSNAMEyyy with your account number , contact number , and details of the issue ",1,1
15677,xxxSNAMEyyy I am having a very bad experience with HDFC credit card,xxxSNAMEyyy I am having a very bad experience with HDFC credit card,0,1
15678,"xxxSNAMEyyy Hi ! Please send me a DM with your account email address , country of residence , and any applicable scr xxxURLyyy","xxxSNAMEyyy Hi ! Please send me a Direct Message with your account email address , country of residence , and any applicable scr xxxURLyyy",1,1
15679,xxxSNAMEyyy matter.For transaction related grievance please share the relevant details at xxxURLyyy under Internet ( 3/4,xxxSNAMEyyy matter . For transaction related grievance please share the relevant details at xxxURLyyy under Internet ,1,1
15680,"xxxSNAMEyyy I know this as I phoned eBay afterwards and it was perfectly fine , I need someone to deal with my issue xxxURLyyy","xxxSNAMEyyy I know this as I phoned eBay afterwards and it was perfectly fine , I need someone to deal with my issue xxxURLyyy",1,1
15681,xxxSNAMEyyy We 'd appreciate you forwarding the information . You can learn more here : xxxURLyyy . ^am,xxxSNAMEyyy We would appreciate you forwarding the information . You can learn more here : xxxURLyyy .,1,1
15682,xxxSNAMEyyy soon with an update on your issue with in 3 working days on your register e mail ID . Case is pending with Reference ( 2/3,xxxSNAMEyyy soon with an update on your issue within 3 working days on your register e mail ID . Case is pending with Reference ,1,1
15683,xxxSNAMEyyy No satisfactory answer was found,xxxSNAMEyyy No satisfactory answer was found,0,1
15684,xxxSNAMEyyy Ans : A Dhanteras,xxxSNAMEyyy Answer : A Dhanteras,1,1
15685,xxxSNAMEyyy Why do you enforcing me to link Aadhaarwith my account ? xxxURLyyy,xxxSNAMEyyy Why do you enforcing me to link Aadhaar with my account ? xxxURLyyy,0,1
15686,xxxSNAMEyyy please help me,xxxSNAMEyyy please help me,1,1
15687,"xxxSNAMEyyy Hi Swatantra , Hi , we 'll assist you with that . Please email the screenshot to talktousxxxSNAMEyyy.com amp ; your ( 1/2","xxxSNAMEyyy Hi Swatantra , Hi , we will assist you with that . Please email the screenshot to xxxSNAMEyyy and your ",1,1
15688,xxxSNAMEyyy We apologize for the inconvenience . ^mm,xxxSNAMEyyy We apologize for the inconvenience .,1,1
15689,xxxSNAMEyyy Already written but no replies from there .,xxxSNAMEyyy Already written but no replies from there .,0,1
15690,"xxxSNAMEyyy Helpline number msg after entire process on IVR , we are available from Mon to Sat between 8am 2 8pm . Is it 24hours service ?","xxxSNAMEyyy Helpline number message after entire process on IVR , we are available from Monday to Saturday between 0800 hours to  2000 hours . Is it 24 hours service ?",1,1
15691,xxxSNAMEyyy working days . Sorry for the trouble . ( 2/2,xxxSNAMEyyy working days . Sorry for the trouble . ,1,1
15692,xxxSNAMEyyy would be nice if you fixed my debit card . Quit for no reason and Ive been in good standing for yrs !,xxxSNAMEyyy would be nice if you fixed my debit card . Quit for no reason and Ive been in good standing for years !,0,1
15693,FYI xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy Now can all of your teams kindly STOP harassin xxxURLyyy,For Your Information xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy Now can all of your team kindly STOP harassing xxxURLyyy,0,1
15694,"xxxSNAMEyyy Ahmed , please send me DM ! ^RA","xxxSNAMEyyy Ahmed , please send me Direct Message !",1,1
15695,"xxxSNAMEyyy , amount , txn . ref . no. , dt . of refund and refund ref . no. ) . We will be happy to assist you . ( 2/2","xxxSNAMEyyy , amount , transaction reference number, date of refund and refund reference number ) . We will be happy to assist you .",1,1
15696,xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxURLyyy,xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy xxxURLyyy,1,1
15697,xxxSNAMEyyy I will call you shortly . ^gc,xxxSNAMEyyy I will call you shortly .,1,1
15698,xxxSNAMEyyy Please share email id I can send the concern or contact details so I can call n conform,xxxSNAMEyyy Please share email id I can send the concern or contact details so I can call and confirm,1,1
